contentId,eventStrength
-4029704725707465084,307.7337987591146
-6783772548752091658,233.76215702719063
-133139342397538859,228.0245672239269
-8208801367848627943,197.10760846474744
-6843047699859121724,193.8252076320957
8224860111193157980,189.04467972951767
-2358756719610361882,183.11095133488521
2581138407738454418,180.2828760909447
7507067965574797372,179.09400233724574
1469580151036142903,170.54896920305688
3367026768872537336,164.93931231970922
-1297580205670251233,160.67108583786043
8657408509986329668,157.9734599134107
-1633984990770981161,156.27907053788743
-4333957157636611418,148.87488504794217
-6156751702010469220,146.47958596588748
1356221992133852808,146.09764144288977
6044362651232258738,140.63952914087915
6031953227014493100,127.67572034679314
-8742648016180281673,127.26954680846032
880612740433495828,124.67610563596007
1738052593226421681,122.80167867142367
-5148591903395022444,122.25059834963521
-6728844082024523434,121.68698846151598
943818026930898372,120.77932976279895
5238119115012015307,119.98234259026364
8901449108040307914,118.44630104573845
-8518096793350810174,117.22262328365399
7814856426770804213,116.72409412512772
-5002383425685129595,116.54782288083727
2372438485070148864,115.32075755700016
-5920475612630001479,114.45215715245835
2072448887839540892,113.95467639739125
6997620589258672675,111.4024158232775
-2447632164766022033,111.16149943743503
4259370161044254504,110.95021386264325
-3040610224044779845,109.68407354594164
9175693555063886126,108.78941895689289
1862503310075246782,107.89441612587646
1854874463930846880,107.46215945739189
5854206600849997966,107.32601919180017
-4503975842879662368,104.4185045734158
3660989387512978561,103.55579722434202
-8381230866408697127,102.84530384153702
-3716447017462787559,102.06016952623855
-5784991738549272379,101.92579380839244
8890720798209849691,100.57184325085733
-7113155163062752691,100.54394932203257
-3678789633202302491,100.11098991475644
2555983212310147009,98.42583231286095
-2584174137395076448,97.24836869914978
-2479936301516183562,96.58261094240167
4876769046116846438,95.09026913310424
-4084394822880420062,94.88559356256272
3495098006178009360,94.37581855823578
-6255158415883847921,93.88076994076087
991271693336573226,93.87609721857277
-8627051188605351707,93.67127444176195
2857117417189640073,92.65561888583647
3149164017776669829,92.6322468147617
569574447134368517,91.70149675496424
4084131344684656470,91.65554385364126
882422233694040097,90.14108748860211
5338677278233757627,90.01718674019487
-6603970730135147059,89.7285400301589
5658521282502533116,89.10477786829209
-7294716554902079523,88.78605156405123
-3191013159715472435,87.76218671468332
-2948321821574578861,87.74543589400827
-8954346068661072425,86.8777253192294
-6542996094878850014,86.81608880725743
3170775058142440102,86.67862408701592
2285214528595997209,86.08153946295893
-5014627593450767720,85.3067910033776
6783622248311192269,84.99466450031703
4419562057180692966,84.78983001336672
4105873627900556540,84.45394580959366
-4278025512576376201,84.26145104101192
310515487419366995,84.2217211197407
9042192299854648021,84.11710531807654
-4145260601063545880,83.86223014862667
-8992803137960175254,83.83440920043368
2719909253419802298,83.0786048126307
7526364197140419661,82.72784625998881
-14569272361926584,82.57474269906831
2280365999288629014,82.3455717451008
319340024738595907,81.90697672907555
-615912190028612956,81.54162745120587
-1453783314552286835,81.0233821914008
8586403905004879205,80.25212083401087
-7518373517401484139,79.62969533801055
-790959521412948853,78.4934811969863
-78066964941874046,78.47055606328388
-820343972901090172,78.16568996923478
1992928170409443117,77.95128471496696
-5488842573681626972,76.90515174516305
5206308811707978799,76.86564173015566
-2097075598039554565,76.54064439709904
2708089973817733462,76.49955520267412
-6654470039478316910,75.85337714207267
-4509487968959834430,74.5822694357032
-730957269757756529,74.39769765829647
7534917347133949300,73.89784644050614
2727743992157210358,73.05799486168115
-1038011342017850,72.8422230099333
-8159730897893673528,72.42418157979715
-5380376324140474506,72.15371732756869
-4996336942690402156,71.88871407012732
-6623581327558800021,71.4610597192939
-5625593730080264433,70.75545063845874
-3285397592982852407,70.63046632027567
-1787737696395220629,70.41666559993544
6437568358552101410,70.32893643106169
6989198691754522425,70.16080566726492
3091351089612339864,69.75770251777053
6062146090334604102,69.73020485855312
-7423191370472335463,69.68968409434189
8769121796537771237,69.49185309632968
-5044204125574973395,69.0016281006566
8428597553954921991,68.7089872327375
-4754223659064624252,68.42696058066333
1348739322889189648,68.09438524157648
-3058031327323357308,67.73545944409868
7414483722019578252,67.57388279190931
4788854083489560153,67.55707306152698
-447851796385928420,67.53291101085298
3306277069425849869,67.39357432924409
-7120369133608664808,67.20409931914791
2687654465640040976,66.92489863707279
-2402288292108892893,66.18317348029336
7734121175534200554,66.04977435487616
-7681408188643141872,65.80371398101242
-4655195825208522542,65.78298781418127
4761910285123871012,65.01241921255118
-6523871595334455509,64.83170309921431
1060159005880386235,64.82690493071146
7943088471380012839,64.65216283004669
-2440247087447106971,64.6390580212719
-6603351162010419903,64.35002840690515
8779890754987103603,64.12497356140989
2715453133655798791,64.0947375050481
-9019233957195913605,63.541131517657945
-9019582414165805420,63.17856143827323
5302085907556673015,63.06048039207786
1441248639512899483,63.004884301969824
